"Agrupamiento","Categoría","Proveedor","Cod. Barras","Producto","Costo","FactorMin","PrecioMin","FactorMay","PrecioMay","Stock","Activo"
"FILTROS","FILTRO DE AIRE","","7798001698915","FILTRO DE AIRE FAP-4045","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","7798001692722","FILTRO DE AIRE FAP-4049","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","7798001690544","FILTRO DE AIRE FAP-4054","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FILTROS","FILTRO DE AIRE","","7798159124526","FILTRO DE AIRE FAP-4054/3","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","7798001692777","FILTRO DE AIRE FAP-4055","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FILTROS","FILTRO DE AIRE","","7798001690148","FILTRO DE AIRE FAP-4831","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FILTROS","FILTRO DE AIRE","","7798001693460","FILTRO DE AIRE FAP-4832","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","7798001699929","FILTRO DE AIRE FAP-4871","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","ImbelloniR12","7798001693507","FILTRO DE AIRE FAP-4872/1","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","7798001690568","FILTRO DE AIRE FAP-4873","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"FILTROS","FILTRO DE AIRE","","7798186473376","FILTRO DE AIRE FAP-48781","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","7798159127251","FILTRO DE AIRE FAP-4892","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","ImbelloniR12","7798001697529","FILTRO DE AIRE FAP-6000","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","7798001691138","FILTRO DE AIRE FAP-9003","$1.00","5.00%","$5.00","5.00%","$5.00","4","Si"
"FILTROS","FILTRO DE AIRE","","","FILTRO DE AIRE FAP3280","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"FILTROS","FILTRO DE AIRE","ImbelloniR12","","FILTRO DE AIRE FAP3286","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FILTROS","FILTRO DE AIRE","","7798001696768","FILTRO DE AIRE FAP4054/2","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","ImbelloniR12","7798001693477","FILTRO DE AIRE FAP4835","$1.00","10.00%","$5.00","5.00%","$5.00","0","Si"
"FILTROS","FILTRO DE AIRE","ImbelloniR12","7990996017041","FILTRO DE AIRE FAP7007 ECO","$10.00","5.00%","$10.00","5.00%","$10.00","24","Si"
"FILTROS","FILTRO DE AIRE","","7798159129484","FILTRO DE AIRE FAP9296","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","7799076004670","FILTRO DE AIRE FJFA0F18","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","7798186474748","FILTRO DE AIRE JFA0282","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","7798001692661","FILTRO DE AIRE JFA0594","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","","FILTRO DE AIRE JFA0611","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","7798159120795","FILTRO DE AIRE JFA0F01","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","","FILTRO DE AIRE JFA0F02","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","7799076001723","FILTRO DE AIRE JFA0F17","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","","FILTRO DE AIRE MASTERFILT AMPI1083 (FAP-3610)","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","","FILTRO DE AIRE MASTERFILT AMPI1086 (FAP-4813)","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","","FILTRO DE AIRE REDONDO WR-213","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","","FILTRO DE AIRE REDONDO WR-229","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","","","FILTRO DE AIRE REDONDO WR245-WEGA","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"FILTROS","FILTRO DE AIRE","","","FILTRO DE AIRE WR-201","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","ImbelloniR12","7798001696942","FILTRO DE AIRE WR-245","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"FILTROS","FILTRO DE COMBUSTIBLE","","","FILTRO DE COMBUSTIBLE  FCI1630","$1.00","5.00%","$5.00","5.00%","$5.00","3","Si"
"FILTROS","FILTRO DE COMBUSTIBLE","ImbelloniR12","7798001699769","FILTRO DE COMBUSTIBLE DIESEL FCD2058B","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE COMBUSTIBLE","ImbelloniR12","","FILTRO DE COMBUSTIBLE FC080","$1.00","5.00%","$5.00","5.00%","$5.00","10","Si"
"FILTROS","FILTRO DE COMBUSTIBLE","ImbelloniR12","7798001693743","FILTRO DE COMBUSTIBLE FCD2064","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE COMBUSTIBLE","","","FILTRO DE COMBUSTIBLE FCD2068","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE COMBUSTIBLE","","","FILTRO DE COMBUSTIBLE FCI1110S","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"FILTROS","FILTRO DE COMBUSTIBLE","","7798001698496","FILTRO DE COMBUSTIBLE FCI1303","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE COMBUSTIBLE","","","FILTRO DE COMBUSTIBLE FCI1600","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"FILTROS","FILTRO DE COMBUSTIBLE","","7798001699813","FILTRO DE COMBUSTIBLE FCI1610","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FILTROS","FILTRO DE COMBUSTIBLE","","7798001699660","FILTRO DE COMBUSTIBLE FCI1620","$1.00","5.00%","$5.00","5.00%","$5.00","6","Si"
"FILTROS","FILTRO DE COMBUSTIBLE","","7798151943828","FILTRO DE COMBUSTIBLE FCI1660","$1.00","5.00%","$5.00","5.00%","$5.00","19","Si"
"FILTROS","FILTRO DE COMBUSTIBLE","ImbelloniR12","7798159129880","FILTRO DE COMBUSTIBLE FCI1694","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FILTROS","FILTRO DE COMBUSTIBLE","","7798001690278","FILTRO DE COMBUSTIBLE FCI1695","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FILTROS","FILTRO DE COMBUSTIBLE","","7798001694511","FILTRO DE COMBUSTIBLE JFC-197","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE COMBUSTIBLE","","7798001694597","FILTRO DE COMBUSTIBLE JFC901","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE HABITACULO","ImbelloniR12","7798001693309","FILTRO DE HABITACULO  AKX35279","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE HABITACULO","","7798186478319","FILTRO DE HABITACULO  AKX35347F","$1.00","5.00%","$5.00","5.00%","$5.00","3","Si"
"FILTROS","FILTRO DE HABITACULO","","7799076005363","FILTRO DE HABITACULO AKX14442","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE HABITACULO","","7798001693194","FILTRO DE HABITACULO AKX1446","$1.00","5.00%","$5.00","5.00%","$5.00","3","Si"
"FILTROS","FILTRO DE HABITACULO","","","FILTRO DE HABITACULO AKX1704C","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"FILTROS","FILTRO DE HABITACULO","","7798001693224","FILTRO DE HABITACULO AKX35112","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FILTROS","FILTRO DE HABITACULO","","7798001693286","FILTRO DE HABITACULO AKX35159","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FILTROS","FILTRO DE HABITACULO","","7798151948205","FILTRO DE HABITACULO AKX35262","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE HABITACULO","","7798001692470","FILTRO DE HABITACULO AKX3536","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FILTROS","FILTRO DE COMBUSTIBLE","ImbelloniR12","7799076001808","FILTRO DIESEL AMAROK V6 (FCD0923)","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE HABITACULO","ImbelloniR12","","FILTRO HABITACULO TORO AKX2108","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"FILTROS","FILTRO DE COMBUSTIBLE","","7798001695204","FILTROS DE COMBUSTIBLE EC0306-WEGA","$1.00","5.00%","$5.00","5.00%","$5.00","3","Si"
"FILTROS","KIT DE FILTRO","","7799076006933","KIT DE FILTRO AMAROK V6  WKU2003","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","","KIT DE FILTRO WKL4004","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","","","KIT DE FILTRO WKL6002","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7799076001587","KIT FILTRO 208 1.6   2008 1.6 THP FAP6013 WOE710 AKX14442  WKL4003","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7799076006261","KIT FILTRO AUDI A3 1.4 TFSI   VENTO 1.4 TSI   GOLF 2018 >  1.4 TSI   Q2 FAP3285 AKX35281 WO346 WKL2500","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","","7799076001594","KIT FILTRO C4 1.6I   307 1.6  FAP4054 2 WOE710 FCI1630 AKX1446  WKL4005","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7798186479576","KIT FILTRO CELTA 1.4 8V FAP3289 WO130 FCI1110S AKX3536 WKL6003","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7798186476988","KIT FILTRO CHERY TIGGO 2.0 JFA0F00 JFC383 JFO0F02 AKX1700  WKL9800","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7798186475288","KIT FILTRO CHEVROLET AVEO AKX3534 JFC383 JFA0602 WO130 WKL6008","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","","7799076001624","KIT FILTRO CHEVROLET CRUZE 18 FAP3261 WOE313 AKX35723  WKL6005","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7798186479354","KIT FILTRO CHEVROLET PRISMA ONIX FAP3286 WO130 FCI1660 AKX35723  WKL6006","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7798186476315","KIT FILTRO CHEVROLET S10 FCD0777 FCD0777 WOE314 WR295 AKX1993 WKU6000","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FILTROS","KIT DE FILTRO","","7798186477398","KIT FILTRO CHEVROLET TRACKER WOE313 FAP3270 AKX35723 WKL6007-WEGA","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7798186479583","KIT FILTRO CLIO MIO FAP4872 1 WO205 FCI1630 AKX35112 WKL7001","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7798186479569","KIT FILTRO DUSTER OROCH 2.0 FAP9299 WO200 FCI1630 AKX1397  WKU7007","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","","7799076004021","KIT FILTRO FIAT ARGO CRONOS FAP2829 AKX35323 FCI1600 WO121 WKL5002","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7798186479538","KIT FILTRO FIAT PALIO ETORQ WOE912 FAP9121 FCI1600 AKX35321 WKL5001","$1.00","0%","","0%","","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7798186472515","KIT FILTRO FORD RANGER NEW WR191 WOE131 FCD0785 AKX35177 WKU3001","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7798186473857","KIT FILTRO FORD RANGER WR198 WOE130 FCD2061   WKU3000","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","","7798186475028","KIT FILTRO HDI FCD2035 WOE110 FAP4892 WKU4000","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7908562204153","KIT FILTRO KANGOO III 16 FAP9299 JFO0197 FCI1630 AKX1944 WKU7006","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","","7799076001631","KIT FILTRO MB SPRINTER NEW FCD2184 AKX3565 WOE455 FAP9112  WKU9001","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7799076005691","KIT FILTRO NISSAN FRONTIER 2018 FAP8001 WOE506 FCD0797 AKX1993 WKU7501","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7799076001617","KIT FILTRO PEUGEOT 207 COMPACT 16 FAP4054 2 WOE710 FCI1630 AKX35157   WKL4002","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","","7799076010442","KIT FILTRO POLO   VIRTUS 16 FAP2219 WO346 FCI1630 AKX1129F  WKL2007","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7908562207369","KIT FILTRO RENAULT ALASKAN NISSAN/FRONTIER NACIONAL 2.3 2021/ FAP8001 1 WOE506 FCD2173 1 AKX1993 WKU7010","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7798186479378","KIT FILTRO RENAULT KANGOO II FAP9273 WO200 FCI1630 AKX35112 WKU7000","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7799076003833","KIT FILTRO RENAULT KWID FAP5218 AKX1215 FCI1630 WO412 WKL7004","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7908562209912","KIT FILTRO RENAULT LOGAN   SANDERO 16 8V MOTOR K7M2013 FAP4878 1 WO200 FCI1630 AKX1397 WKL7012","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7798186479590","KIT FILTRO S10 VIEJA WR200 3 WO540 FCD2066 1 WKU6001","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7799076003345","kit filtro toro / jeep wkl5500 - 7799076003345","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7798186479347","kit filtro toro wku5004 - 7798186479347","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7798186472508","KIT FILTRO TOYOTA HILUX EDICION VINTAGE JFA0292 2 JFC207 2 JFO0211 AKX1965 WKU1000V","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","","7798186476964","KIT FILTRO TOYOTA HILUX NEW EDICION VINTAGE JFA0282 JFC207 3 JFO0211 AKX1967 WKU1001V-WEGA","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7798186474601","KIT FILTRO VW AMAROK FCD0919 WOE680 FAP4046 1 AKX1140 C","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7798186476971","KIT FILTRO VW AMAROK NEW FCD0922 WOE680 FAP4046 1 AKX1140 C  WKU2001","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7798186475806","KIT FILTRO VW FOX   SURAN WO340 FCI1630 FAP7007 AKX3516 WKL2005","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7799076004564","KIT FILTRO VW GOL FAP3602 AKX35279 WO370 FCI1620  WKL2004","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7799076006254","KIT FILTRO VW SURAN   FOX 1.6 MSI FAP2219 AKX35163 WO346 FCI1630  WKL2009","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7799076005707","kit filtros wkl3005","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","ImbelloniR12","7908562203385","KIT WKL4008","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","LAMPARAS","ImbelloniR12","7798001696843","LAMPA 1 POLO 12V 21W AS2002","$1.00","5.00%","$5.00","5.00%","$5.00","213","Si"
"FILTROS","LAMPARAS","ImbelloniR12","7798151946430","LÁMPARA 1003-533 12V 15W 1POLO AS1003","$1.00","5.00%","$5.00","5.00%","$5.00","6","Si"
"FILTROS","LAMPARAS","ImbelloniR12","7798001696867","LÁMPARA 1034-7528 CONTACTO L-GRIMA 2POLO AS2007","$1.00","5.00%","$5.00","5.00%","$5.00","99","Si"
"FILTROS","LAMPARAS","ImbelloniR12","7798151946461","LÁMPARA 1154-7244 CONTACTO L-GRIMA  2POLO 24V","$1.00","5.00%","$5.00","5.00%","$5.00","10","Si"
"FILTROS","LAMPARAS","ImbelloniR12","7798001696065","LÁMPARA 12V 27W H880 BASE AXIAL","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FILTROS","LAMPARAS","ImbelloniR12","7798186476209","LÁMPARA 12V 55W HB4 9006","$1.00","5.00%","$5.00","5.00%","$5.00","10","Si"
"FILTROS","LAMPARAS","ImbelloniR12","7798186477824","LÁMPARA 12V PSX24W 24W","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FILTROS","LAMPARAS","ImbelloniR12","7798151946577","LÁMPARA 3893-53 12V 3W","$1.00","5.00%","$5.00","5.00%","$5.00","10","Si"
"FILTROS","LAMPARAS","ImbelloniR12","7798151946874","LÁMPARA 3893-53 12V 5W","$1.00","5.00%","$5.00","5.00%","$5.00","10","Si"
"FILTROS","LAMPARAS","ImbelloniR12","7798001696928","LÁMPARA AS2346 12V 5W","$1.00","5.00%","$5.00","5.00%","$5.00","68","Si"
"FILTROS","LAMPARAS","ImbelloniR12","7798001696935","LÁMPARA H4 PT43-E1 12V 60/55W AH2507","$1.00","5.00%","$5.00","5.00%","$5.00","9","Si"
"FILTROS","LAMPARAS","ImbelloniR12","7798001691329","LÁMPARA H7-E1 12V 55W","$1.00","5.00%","$5.00","5.00%","$5.00","417","Si"
"FILTROS","ESCOBILLAS","ImbelloniR12","7799076005028","LIMPIAPARABRISAS CONVENCIONAL","$1.00","5.00%","$5.00","5.00%","$5.00","10","Si"
"FILTROS","ESCOBILLAS","ImbelloniR12","7799076005080","LIMPIAPARABRISAS CONVENCIONAL","$1.00","5.00%","$5.00","5.00%","$5.00","10","Si"
"FILTROS","ESCOBILLAS","ImbelloniR12","7799076005073","LIMPIAPARABRISAS CONVENCIONAL","$1.00","5.00%","$5.00","5.00%","$5.00","10","Si"
"FILTROS","ESCOBILLAS","ImbelloniR12","7799076004977","LIMPIAPARABRISAS CONVENCIONAL 14/350","$1.00","5.00%","$5.00","5.00%","$5.00","10","Si"
"FILTROS","ESCOBILLAS","ImbelloniR12","","LIMPIAPARABRISAS CONVENCIONAL 15/380","$1.00","5.00%","$5.00","5.00%","$5.00","10","Si"
"FILTROS","ESCOBILLAS","ImbelloniR12","7799076004991","LIMPIAPARABRISAS CONVENCIONAL 16/400","$1.00","5.00%","$5.00","5.00%","$5.00","8","Si"
"FILTROS","ESCOBILLAS","ImbelloniR12","7799076005066","LIMPIAPARABRISAS CONVENCIONAL 24/600","$1.00","5.00%","$5.00","5.00%","$5.00","7","Si"
"FILTROS","FILTRO DE AIRE","ImbelloniR12","7798151943415","WAP380","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","ImbelloniR12","7798151943439","WAP383","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","KIT DE FILTRO","","","WKU-9000","$0.00","5.00%","$0.00","5.00%","$0.00","1","Si"
"FILTROS","FILTRO DE ACEITE","","7990996016761","WO-200","$0.00","5.00%","$0.00","5.00%","$0.00","6","Si"
"FILTROS","FILTRO DE ACEITE","","7990996017034","WO-340","$1.00","5.00%","$5.00","5.00%","$5.00","3","Si"
"FILTROS","FILTRO DE ACEITE","ImbelloniR12","7798001699370","WO280","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FILTROS","FILTRO DE ACEITE","ImbelloniR12","7798001699387","WO290","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE ACEITE","ImbelloniR12","7798001692982","WOE-710","$1.00","5.00%","$5.00","5.00%","$5.00","18","Si"
"FILTROS","FILTRO DE ACEITE","ImbelloniR12","7798001692999","WOE700","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FILTROS","FILTRO DE AIRE","ImbelloniR12","","WR2003","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","TRABA FLOTANTE","ImbelloniR12","25018","25018 TRABA FLOTANTE FORD COURIER","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","TRABA FLOTANTE","ImbelloniR12","","25024 TRABA FLOTANTE FORD FIESTA","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","AFORADOR","","","AFORADOR C/BOMBA Y REGULADOR RENAULT 23120-FISPA","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA  70023-FISPA","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70002","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70004","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70005","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70006","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70007","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70008","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70011","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70014","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","ImbelloniR12","70015","BOBINA 70015","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70016","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70017","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70019","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70021","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70022","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70024","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70025","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70026","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70027","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70028","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70029","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70030","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70031","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70033","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70034","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70037","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70038","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70039","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70040","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70041","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70042","$1.00","5.00%","$5.00","5.00%","$5.00","4","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70043","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70044","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70046","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"FISPA","BOBINA IGNICION","","","BOBINA 70047","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
