"Agrupamiento","Categoría","Proveedor","Cod. Barras","Producto","Costo","FactorMin","PrecioMin","FactorMay","PrecioMay","Stock","Activo"
"GENERAL","GENERAL","","","R-21 CRISTAL IZQUIERDO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1062","R-9 MANIJA EXTERIOR CROMADA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","R11 M/N CRISTAL DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","R9 CRISTAL DER-IZQ","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","R9 M/V CRISTAL DER-IZQ","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996004409","RA3127CR RADIADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","12585","RADIADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1709","RADIADOR MAHLE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","2145","RADIADOR MAHLE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","205400351","RADIADOR MODINE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","RADIADOR RV","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","RADIADOR VALEO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","RADIADOR VISCONDE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","REGATA LENTE DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","REGATA LENTE IZQUIERDO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996013937","RELAY 13 30A 12V","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","RENAULT 9 CRISTAL DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996006861","RENAULT 9 CRISTAL IZQUIERDO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7110232","REP. PALANCA DE CAMBIO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","REP. PALANCA DE CAMBIO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7110233","REP. PALANCA DE CAMBIO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","5587","REP. PALANCA DE CAMBIO PAULUCCI","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","710236","REP. SELECTORA DE CAMBIOS","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7110236","REP. SELECTORA DE CAMBIOS CORSA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7110237","REP. SELECTORA DE CAMBIOS CORSA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7110231","REP. SELECTORA DE CAMBIOS CORSA/VECTRA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","RETEN DE OPTICA RENAULT 12 GTS DUAL IZQUIERDO","$13000.00","1.00%","$13130.00","1.00%","$13130.00","0","Si"
"GENERAL","GENERAL","","5333","RETEN DE VALVULA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7798088810088","REVIVIDOR DE GOMA","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"GENERAL","GENERAL","","7541","ROTULA EJE SELEC. A CABLE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","18142","RUYEL ARO PARA FARO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","09140","RUYEL LENTE DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","08905","RUYEL LENTE IZQUIERDO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","SCANIA CRISTAL DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","2430","SELECTORA PALANCA DE CAMBIO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","SENDA CRISTAL DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","SENDA CRISTAL IZQUIERDO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","711","SENSOR DE COMBUSTIBLE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","619","SENSOR DE COMBUSTIBLE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","623","SENSOR DE COMBUSTIBLE O.R.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","628","SENSOR DE COMBUSTIBLE O.R.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","212","SENSOR DE COMBUSTIBLE O.R.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","22634","SENSOR NIVEL DE COMBUSTIBLE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","22632","SENSOR NIVEL DE COMBUSTIBLE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","22706","SENSOR NIVEL DE COMBUSTIBLE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","222","SENSOR NIVEL DE COMBUSTIBLE O.R.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","203","SENSOR NIVEL DE COMBUSTIBLE O.R.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","215","SENSOR NIVEL DE COMBUSTIBLE O.R.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","625","SENSOR NIVEL DE COMBUSTIBLE O.R.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","901","SENSOR NIVEL DE COMBUSTIBLE O.R.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","328","SENSOR NIVEL DE COMBUSTIBLE O.R.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","307","SENSOR NIVEL DE COMBUSTIBLE O.R.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","629","SENSOR NIVEL DE COMBUSTIBLE O.R.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","914","SET FARO AUXILIAR ANT. GOL 3/SAVEIRO 00/05","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996004331","SIERRA CRISTAL DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996004324","SIERRA CRISTAL IZQUIERDO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","SPRINTER CRISTAL DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996004669","TAILLOT CABLE P/BUJÍA VW-CARAT D-1500","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","10348512","TAPA ACEITE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1034855","TAPA ACEITE C/VARILLA ACEITE METAL","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","110340","TAPA FILTRO DE ACEITE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996000326","TECLA BALIZA CORSA","$45460.29","0.10%","$45510.00","0.10%","$45510.00","0","Si"
"GENERAL","GENERAL","","","TEMPRA CRISTAL DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996000197","TERMOCONTRAIBLE 9,5MM P/FINA","$6000.00","1.00%","$6060.00","1.00%","$6060.00","0","Si"
"GENERAL","GENERAL","","7990996000241","TERMOCONTRAIBLE 9MM X MTS","$7000.00","1.00%","$7070.00","1.00%","$7070.00","0","Si"
"GENERAL","GENERAL","","7990996013814","TERMOCONTRAIBLE P/FINA 7.9MM 5MTS","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","6808103","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","119","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","4146090","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","575088","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","614889","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","0112","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","21089","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","22688","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","0249","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","0028","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","143987","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","697291","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","12111324","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","0057","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","0070","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","4146382","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7136105","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","22888","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","0132","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","4024580","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","4132582","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","10089","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","0133","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","137882","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","920787","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","700387","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","678287","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","0134","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","736890","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","627387","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","4124580","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","24482","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","0135","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","61689","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","0123","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","703181","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7277105","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","676492","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","4153188","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","920780","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","41626105","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","708783","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","654187","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","4133289","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","4137189","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","627487","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1380","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","050288","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","4110689","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","143980","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","703182","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","41015","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","724383","TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","100795","TERMOSTATO COMPLETO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","603","TERMOSTATO CRIFA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1211219","TERMOSTATO EXPOYER","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","0084","TERMOSTATO FLANGE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","4130588","TERMOSTATO MTE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1980","TERMOSTATO O.R.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","2080","TERMOSTATO O.R.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","119","TERMOSTATO O.R.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","4028884","TERMOSTATO SC","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","059","TERMOSTATO SC","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","109","TERMOSTATO SE T109","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","TERMOSTATO TT-1-77O.R.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","192","TERMOSTATO TT-1-92 O.R.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","382","TERMOSTATO TT382O.R.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","THERMIUM RADIADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996004492","THERMIUM RADIADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","THERMIUM RADIADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996013319","TOMA 12V","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","050397","TOPE DE SUSPENSION","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","301397","TOPE DE SUSPENSION","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","010097","TOPE DE SUSPENSION","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","151697","TOPE DE SUSPENSION","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","301097","TOPE DE SUSPENSION","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","050197","TOPE DE SUSPENSION","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","050497","TOPE DE SUSPENSION","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","300297","TOPE DE SUSPENSION","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","200997","TOPE DE SUSPENSION","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","350297","TOPE DE SUSPENSION","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","301597","TOPE DE SUSPENSION","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","301897","TOPE DE SUSPENSION","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","250797","TOPE DE SUSPENSION","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","300197","TOPE DE SUSPENSION","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","301297","TOPE DE SUSPENSION","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","300097","TOPE DE SUSPENSION","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","200597","TOPE DE SUSPENSION","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","301797","TOPE DE SUSPENSION","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","300597","TOPE DE SUSPENSION DELANTERA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","200497","TOPE DE SUSPENSION DELANTERA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","200397","TOPE DE SUSPENSION DELANTERA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","050297","TOPE DE SUSPENSION DELANTERA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","201697","TOPE DE SUSPENSION DELANTERA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","301997","TOPE DE SUSPENSION TRASERA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","150797","TOPE DE SUSPENSION TRASERA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","300397","TOPE DE SUSPENSION TRASERA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","250297","TOPE DE SUSPENSION TRASERA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","151197","TOPE DE SUSPENSION TRASERA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","40011","TOPES","$0.00","0.00%","$0.00","0.00%","$0.00","1","Si"
"GENERAL","GENERAL","","","TOTAL QUARTZ 5000 4XL","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","TOTAL QUARTZ INFO 4XL","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996004041","TOYOTA 3.0 DESDE 2001","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996004058","TOYOTA HILUX 2.5 TD 16X 03/AD 3.0","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","TRAFIC CRISTAL DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","TRAFIC M/V CRISTAL DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","9184","TUBERÍA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","TUBO ESPAGUETTI X MTS","$6000.00","1.00%","$6060.00","1.00%","$6060.00","0","Si"
"GENERAL","GENERAL","","7990996003600","TUTELA PETRONAS ZC 75 SYNTH X1L","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996003617","TUTELA PETRONAS ZC 75W-80 SYNTH X1L","$0.00","0.00%","$0.00","0.00%","$0.00","204","Si"
"GENERAL","GENERAL","","13440033","VALEO FAROL","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996013180","VALVULA ANTIRRETORNO CA-AH023 H0006 8MM","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1156111","VARILLA NIVEL ACEITE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","210232","VARILLA NIVEL ACEITE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","11561120","VARILLA NIVEL ACEITE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996013715","VC3032/5PCS RONBAY","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","405178","VIDRIO ESPEJO RANGER LIDERCAR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","VISCONDE RADIADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","VISCONDE RADIADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","200","VISION ALL ESCOBILLA 20""","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","VW 1500 CRISTAL DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","VW 1500 CRISTAL IZQUIERDO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996002368","VW GACEL 84/87 C/LUZ IZQ.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","VW POLO/CADDY CRISTAL DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","VW POLO/CADDY CRISTAL IZQUIERDO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996017027","WKL-2005","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016853","WKL-4004","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016945","WKL-5001","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996017102","WKL-5007","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996017157","WKL-6003","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016754","WKL-7002","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996017065","WKL-7004","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016570","WKL-8001","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016990","WKU-5004","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016808","WKU-6000","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016907","WKU-6001","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016655","WKU-9001","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016709","WKU-9003","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996017089","WO-412","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016914","WO-54O","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016624","WOE-300-1","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016815","WOE-314","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016662","WOE-455","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016716","WOE-506","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996017003","WOE-626","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016952","WOE-912","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016822","WR-295","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016921","WR200/3","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","YACCO AGUAIR-OXI ACET 20 13MM I.A. 20M.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","YACCO AIR-FREN. SAE J1403A 115MM I.A. 3M.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","YACCO AIR-FRENSHE JT403 3/8 35BAR 20M.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","YACCO AIR.FREN. 20 SAE J1402 12.7MM I.A. 50M.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","YACCO CALEF SAE 20 R4 O 13MM I.A. 5M","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
